feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,target
-0.42808,,0.82736,-0.60354,-1.52604,-2.41585,0.39652,2.7577,-2.23453,-0.5136,2.14134,-1.28277,0.57206,-1.61802,0.95531,-0.77776,1.29768,0.49201,-0.51652,-0.36067,3.02439,,1.33124,-5.79214,-0.93593,0
-2.23992,,2.21693,-1.54193,-3.88012,2.28782,0.03741,-0.24681,-0.40962,1.24458,1.00138,-0.21663,,1.44785,,-2.33679,-0.47366,0.97975,0.74738,-1.09829,-1.0575,,-0.42045,0.5337,2.8716,0
1.00007,-0.3386,-1.50673,0.58777,1.61808,0.86759,-1.88727,-1.84706,0.20877,1.00609,0.41239,-0.64047,0.43274,0.91299,,,0.248,-2.2781,-2.23802,-1.14776,1.29343,-0.25103,-1.17337,3.24609,,1
-0.572,-0.67355,1.68643,0.23893,-0.86595,,-0.43287,0.47503,1.35217,-1.02037,0.62845,0.7528,0.93527,-0.86541,-0.92759,0.4598,0.73913,0.30067,-0.39766,-2.66108,,-1.2659,3.77919,0.02866,1.01989,0
0.67104,-2.05811,0.55379,4.32089,3.04879,,0.85939,0.7663,1.17972,-2.71135,0.19122,-0.2573,,0.40928,,0.83966,-0.13384,0.42631,3.85362,1.72164,-0.7082,0.97548,2.8262,5.74971,,1
-2.15088,-1.95866,-1.14253,4.81475,2.43743,,-0.39498,0.85912,-3.43567,-0.05344,-0.42228,0.06477,-0.32526,-0.16035,-0.84839,0.4522,-0.62881,0.86422,-1.08824,0.78743,7.26951,-1.70711,-2.11457,2.48263,,0
-1.07862,,-2.29389,2.97687,-2.24455,-1.6398,-0.25321,-0.13611,-2.49019,-2.81747,-0.88793,-0.38383,,0.25313,-0.84067,,0.87324,1.75657,0.89494,-0.63999,1.55969,,-2.69774,-0.69593,,0
1.85618,0.30496,0.93444,,0.83344,-1.61604,-0.9941,1.49006,-1.53403,-1.74998,0.30248,-0.16594,0.26501,-0.31046,0.56725,-1.78728,0.30699,0.25518,2.78148,-0.66141,-2.29354,,-0.1467,-0.61492,,0
-2.02361,-1.45142,-1.71489,,-3.12249,2.91481,-1.18097,0.49667,-1.70789,-2.08833,-0.36693,-1.55111,,1.22605,-1.04282,-4.13228,-0.9105,0.2335,6.41189,0.28122,-0.0226,,-3.51031,1.34548,1.94428,0
-3.81452,2.48445,4.30532,-3.38623,0.62181,,0.41251,4.05242,-4.77306,3.89683,-0.04865,-0.28157,0.47776,-0.64215,,-1.01186,0.01798,-0.57827,-2.193,-2.10421,5.68641,,-2.00364,-4.82498,1.86207,0
-1.77156,-2.09814,-1.81926,,4.06355,-2.90135,-0.34632,-0.95586,-5.35341,2.71733,-0.88482,-0.25683,,-0.46858,,,0.37322,0.72593,-4.91728,-1.8385,7.05561,,-8.09197,-0.92475,-1.59218,0
-2.41729,-1.56479,3.83995,-3.3993,-0.30786,0.61588,0.30091,-0.20641,0.41906,-0.36831,-1.34309,-0.50138,,-1.08178,-0.50298,,0.68396,0.21379,-2.35508,,2.33666,0.16981,2.26989,1.29868,-1.30621,0
,-0.13451,3.33767,-5.75933,3.72925,3.43764,-1.45192,-0.69039,-1.01692,1.5542,0.18129,-1.53111,,-0.15079,,-0.14697,-0.7033,1.74804,-2.86439,0.99449,5.37762,,-2.97491,3.68636,-3.63531,0
-0.63293,1.67765,3.53243,-4.17966,-0.45992,1.58755,0.34431,0.82167,-2.68931,0.24894,-0.43255,-0.38384,0.09194,-1.43803,-0.47242,-1.80989,-0.98393,-1.01822,0.44134,1.1733,-0.14437,-0.5362,-2.34585,0.29151,0.55299,0
,1.87733,1.98307,-5.80016,2.72558,,-0.11622,-0.02182,-0.10768,-0.67845,-2.18753,0.5174,-0.46937,1.79751,,-1.74848,-0.41244,0.47453,-0.08495,-0.63968,0.18322,,-2.82843,-0.81266,-2.87389,0
-2.55335,0.63461,-0.22715,-3.97318,2.51803,-1.58931,0.39595,-0.04141,0.5622,1.70967,0.2825,-0.36226,0.69405,-0.51551,0.18744,-5.30784,-1.21829,0.57987,-0.30999,-0.02894,,,-5.00411,-6.54635,,1
0.52219,,2.05611,-0.82319,-4.2495,3.56252,0.50574,1.11502,-0.8528,2.51866,-0.3982,-0.16413,-0.90634,0.16859,,,-0.75101,0.08785,1.66062,-0.92265,0.44432,,2.01387,-0.02595,1.27674,0
,,3.42161,-6.07444,-5.73009,4.94616,0.00839,-2.58548,1.17883,-0.49943,-1.98437,-0.37389,0.49265,0.67549,-1.26795,-2.75953,-1.04122,-0.36758,1.54936,-0.91588,-6.19002,-0.96669,-0.35212,2.93839,,0
0.6664,0.52396,2.73474,-3.26647,1.60325,,0.91872,0.74954,-0.18826,-0.33039,0.03134,-1.69464,1.05888,0.52803,,-1.571,-1.41728,0.37866,0.33924,0.54478,-1.58691,,0.20017,-0.90281,-0.45676,0
-3.319,,1.40556,-2.53444,1.71343,-0.9181,-2.05554,-1.00861,-0.73967,3.65807,0.52173,-0.56215,,0.71273,,-2.50421,-0.76255,0.88829,-4.19061,-0.66467,1.69187,,-3.66741,-1.72046,0.88507,0
1.89122,3.2617,0.46032,-1.9112,0.19872,-3.87343,0.71404,0.82022,-3.42067,2.57731,-1.44425,-1.46975,,1.52975,,-0.00302,0.03096,-1.39261,-4.07707,,-0.49755,,-2.83335,-5.73114,0.99625,0
1.08773,2.59485,-0.84292,-0.44914,1.20067,-0.68416,0.28278,0.91693,-0.80849,-1.68672,-0.68999,-0.83361,,-0.16387,,-1.39371,-1.47162,0.30863,3.1725,-0.98838,-2.9655,0.22713,-2.66536,-1.92047,0.4896,0
4.37085,3.92937,0.34495,-1.41048,2.20415,,2.17171,2.16999,1.81688,-0.50503,1.90534,-2.94346,,0.21012,-0.68708,,-1.43466,2.11671,3.77504,0.9324,-8.31462,,1.52866,-4.72277,2.23605,0
4.32868,2.50167,6.10626,,1.86157,-3.93055,-0.60325,2.80902,-1.01509,2.29032,-1.33467,-0.08713,,-0.4363,,,-0.10014,-0.87451,-3.13657,1.66477,-4.11473,,3.04635,-8.21433,-0.47658,0
-0.32065,0.66026,-0.17781,-0.63839,-1.44392,,0.33698,0.22922,-3.91056,0.82658,-0.48013,0.4361,1.14995,-0.84754,1.05443,,-0.92676,0.3565,0.90742,,,0.23345,-5.16104,-0.78153,0.51747,0
-0.77777,-0.0746,1.11923,-0.70606,-0.19119,0.68022,-0.30482,1.46595,-4.65724,1.6322,0.95792,0.13225,,-0.32643,,,-0.85761,0.29977,-0.60902,,4.68688,,-3.43661,-1.04806,,0
0.57671,,0.04172,-4.04216,-3.15984,,-0.28878,-3.82082,2.29385,-0.44261,-0.42906,-0.87862,,0.17003,0.71546,-3.00662,-0.28556,0.68948,1.92036,-0.62913,-8.5513,,-3.62741,2.23777,,0
-0.50791,1.33753,-1.75956,3.14127,-0.73108,-1.29823,0.6672,0.84273,-2.03335,-0.77536,-0.36968,-2.48729,,-0.22103,0.5646,,-1.18189,-2.04912,1.08268,0.87068,,,-1.8485,-0.66843,,0
-1.64398,,-2.08112,2.09888,-0.97821,-0.29241,-1.22063,-0.11864,-0.62467,-1.71616,-0.29403,-0.72909,,-1.36416,,,-0.04304,0.20119,0.95415,0.47638,1.05088,,-1.64764,0.41407,0.5443,0
0.18839,0.1122,5.93212,-8.32,-3.28851,3.5283,-0.20406,-1.13306,-0.30389,1.78776,0.91446,-0.87728,,-0.12824,0.5868,-3.13288,1.40637,-1.58046,-1.09012,,-3.91203,,-0.28484,0.61589,0.6247,0
-2.5607,1.03657,1.54065,-2.41398,-0.18818,,-0.8414,-2.8954,-0.08899,0.76308,0.6215,-0.33832,,-0.21346,-2.35813,,-0.46741,-0.63027,-4.88946,0.61281,,0.71931,-2.47284,2.85881,,0
0.53583,1.42489,1.05159,-1.50972,1.89403,0.75631,1.11165,-1.45714,2.85261,0.09,-0.33047,-0.56861,,-0.40619,,,-0.54198,0.75732,0.54083,1.39344,-5.55532,,0.26546,3.15836,,0
-2.42209,-0.43989,1.09456,0.20112,-0.15894,,-0.18339,0.07062,-0.41185,-0.94257,-1.67527,1.11166,-1.25864,-0.0686,,,-0.10082,-0.36999,-0.43339,-2.10793,2.63141,,0.42624,2.23276,0.01772,0
4.26937,2.44315,2.07853,,3.73471,,0.3871,2.0289,-0.98983,-2.10734,-0.35875,0.19015,,-0.4263,,-3.87743,0.10307,0.33679,5.31196,1.09273,-7.05801,-0.4115,-2.09674,-2.61797,0.65773,0
1.50815,0.14866,0.12283,2.73617,-1.24961,-1.95505,-1.18806,0.91882,-0.94158,-1.81452,0.17343,-0.11999,-2.13715,-0.55553,-1.03917,-0.29502,-0.45846,-1.62523,1.71259,,,,1.35664,-0.21795,2.38607,0
-0.96723,-0.65895,1.71796,-0.47764,0.32905,-0.38137,1.15296,1.10757,-3.93526,3.36087,1.7025,1.99175,,-0.18808,,,-0.57137,-0.28311,-3.81333,,,,-1.52151,-0.8291,-0.26282,0
-1.70681,-0.06421,2.21856,-0.00236,2.88887,1.27993,1.33362,1.40011,-0.8378,-2.2824,-0.32262,-0.71784,0.35657,1.06576,-0.28695,-1.10633,-0.61068,1.52589,3.40916,,0.98791,-0.66218,-0.61078,3.58265,0.4683,0
0.44972,1.66691,-1.99804,4.20131,-0.20181,,1.22912,1.99844,-1.07074,-2.5316,1.40477,0.69903,,-0.2681,,0.22722,-0.50339,-0.24326,2.93464,,-0.65539,0.74476,0.24682,-2.33207,1.98485,0
,,4.00669,-5.03901,0.34219,-2.55718,1.37833,1.40111,0.02702,1.71045,-0.56132,-0.77201,-0.30638,-0.25038,,,0.74495,1.58378,-3.65627,-1.30867,-1.038,,3.20721,-5.12195,-0.75519,0
,,-0.73445,2.95329,1.13568,-0.01048,-1.28033,-1.85197,0.35966,0.12754,-0.78717,-0.86906,1.69597,-1.11623,,1.69057,0.38785,-2.09491,-2.26113,-0.06741,2.30244,,0.40441,4.94844,,0
0.65874,2.39155,-1.15596,-0.09055,-0.67287,-2.05988,0.65729,1.40673,-1.96723,-0.49426,-0.41648,-0.74192,0.32095,0.05029,,-0.70751,-0.29948,-2.01767,0.43393,0.50566,0.02249,-0.38153,-1.76857,-4.72109,,0
-1.32859,-0.62798,1.33948,0.122,-1.3883,-0.96827,1.86378,0.50332,0.30036,-1.45219,1.71703,-0.99958,-0.50343,-0.08677,-0.16768,-0.02085,1.3309,0.00983,-0.54211,0.66042,1.10526,,2.60603,-0.2772,0.15959,0
-1.79231,-1.77609,-1.20032,1.21897,0.53942,,0.18324,-4.09241,-0.15112,-1.77953,0.92357,0.78049,0.56361,0.51549,,-2.05477,-3.50016,0.6904,-1.51711,0.94149,-1.12718,0.51462,-4.76341,5.28676,0.67141,0
0.53753,0.54062,0.69078,-0.82926,1.26367,0.26429,0.17752,-0.68965,0.79181,-2.62739,0.46426,0.02575,,-1.02069,,,0.79938,-0.08757,2.93141,0.35326,-4.29095,,-1.33528,2.02287,0.86489,0
-2.34451,0.2551,0.6056,1.35616,-3.01365,1.78947,0.42236,-0.41726,0.22498,-1.47877,1.81721,-2.56486,-1.04995,-1.69594,,-0.78633,0.4149,-1.39919,2.87875,,-2.14741,,-0.41405,3.14936,3.84343,0
0.23057,-3.23136,-0.1868,-0.34441,-1.45138,1.13705,-0.74782,-6.00684,3.41248,0.00375,-0.99783,-1.00031,,0.7387,1.89224,-0.76418,-0.96812,-0.28044,-3.09259,,-5.29083,0.67211,-0.81498,6.70196,,0
-0.31618,0.27615,3.44612,-2.48344,0.19433,,0.86331,2.36222,0.59445,-1.53606,-0.79319,0.58812,0.07828,-1.41261,0.3269,-0.70833,0.10174,-2.83246,0.7048,0.99639,,,4.20006,-2.60506,-0.57573,0
,,1.91497,-1.71528,-2.62053,-3.10169,-0.23928,2.00007,-3.25255,-1.39218,-0.1947,-1.06486,0.29579,-1.49084,-0.45802,,0.33213,-0.08109,-2.02825,2.78137,3.54161,0.43128,0.69911,-5.63189,-1.33844,0
3.14914,0.2021,2.03587,2.89051,-2.09801,-5.021,-0.02938,3.2927,-4.29766,0.03613,0.56584,0.84792,-0.61261,0.16552,,,-0.43058,1.18646,-0.62237,1.30494,0.06947,0.44651,2.61106,-4.7123,3.26678,0
0.53777,1.2726,2.97548,-5.008,-0.59857,0.98674,-0.36877,-1.23746,-3.62428,0.85434,0.3441,1.31214,-1.13153,2.49486,,-1.70776,0.13077,-0.20744,-2.80023,1.16467,0.14731,,-4.29074,1.08361,-0.83504,0
1.4748,2.3721,-1.76072,,2.98852,0.60692,1.21835,-0.13853,-1.08308,-1.97902,0.63455,0.05992,,0.1612,,-2.54936,-1.05478,1.29651,4.81383,0.89962,-4.2575,-0.20512,-5.9171,0.57747,0.47089,0
,-0.75607,3.60106,-0.17214,0.67271,,-1.39202,1.95019,1.07532,-3.58463,0.40772,0.58178,,-1.65421,,-1.87955,-0.34901,-0.16901,4.65216,,-4.043,1.76279,4.23699,1.29959,1.71096,0
-1.23481,-2.48185,-0.81184,1.26692,-0.80503,,-1.86708,-3.72447,0.62233,-0.79234,0.37159,-0.03324,,1.32433,,-0.91103,0.53425,-1.82318,-1.75534,-0.06197,-0.66898,-0.21365,-2.20313,5.23592,0.5461,0
,1.96194,2.28442,-4.92568,3.30449,0.89197,0.71403,-0.28624,0.27309,1.09343,1.20263,-0.79322,-1.40701,-0.09478,,,0.86692,0.72596,-1.39426,-0.66898,-0.74208,-1.18273,-1.97338,0.40131,-1.15314,0
-1.84605,-2.97922,0.18801,,-4.91834,,0.47898,-3.95388,4.1278,-2.72758,-0.29722,-1.61902,0.07675,0.34045,,-1.02188,-1.2264,0.61431,2.57164,,-5.86227,0.82634,1.98725,7.67724,,0
0.71356,-1.73992,-0.26674,3.14711,-0.89007,,0.78637,1.31672,-2.37557,2.32032,2.11127,-0.48513,1.72905,0.39941,-0.50279,-0.40522,0.05495,-0.28798,0.94879,-0.33697,,,-0.377,0.27971,1.8684,0
-0.20509,,2.412,-3.62171,1.52881,,-0.21621,-1.68734,-1.62053,2.95428,-0.82582,-1.59028,,-0.7266,,-0.41619,-0.81691,-0.25472,-5.44679,1.30632,,-0.54548,-2.60813,0.7803,-0.45179,0
1.2972,0.08559,4.01327,-1.4088,-1.50785,-3.91456,0.07521,3.28214,0.66207,0.89884,-1.53229,-0.48978,,0.28029,0.41437,0.7805,-0.97188,-0.25352,-2.23096,,-0.39392,-0.24396,7.73751,-6.12405,1.26011,0
3.87153,0.67226,-0.49481,4.15006,3.41408,-0.50193,-0.11219,1.14319,-2.44591,-1.82199,-1.86162,-0.5459,0.4583,1.6579,1.13476,,-0.75095,-0.05763,6.28379,-0.79281,-5.23464,0.63485,-3.50278,3.34277,3.99922,0
0.55688,-1.27474,-4.48239,-0.0414,0.29045,-0.59569,-0.51273,-4.44981,0.23274,1.04039,1.70935,-0.06534,,1.01695,1.01994,-1.59264,-1.7471,0.78206,-3.62084,-0.07832,-0.40232,,-5.96235,-0.25201,-2.78239,1
2.57232,-0.20122,0.40267,-0.49278,2.73699,0.22364,-0.10459,-0.32068,2.58252,-0.89828,1.69805,0.41389,0.41369,0.86834,-0.29488,,-0.18064,-0.6055,1.46896,-0.13277,-3.57296,0.35714,2.21779,1.82466,-0.6703,1
6.31989,5.26731,0.06358,-3.13409,1.9386,-4.46571,0.62979,2.52958,-0.76419,-2.22393,0.22237,0.40505,0.42692,-2.64882,,-3.93828,0.77251,0.95042,4.88523,-2.35187,-10.64073,,-2.18596,-9.09637,1.40297,0
4.40226,2.07389,2.97721,-4.20499,0.48367,-3.52978,-0.46379,1.95037,-3.60072,0.83799,1.0285,0.98417,,-0.57787,-0.05467,-3.84869,-0.94546,-0.31638,-0.55892,,-3.92998,0.98655,-1.85727,-6.932,,0
-0.21065,-0.56909,-0.82451,5.08611,-1.7448,,-0.58952,1.67938,-1.44755,-3.29694,0.50529,0.36002,,1.29616,1.59274,-0.19268,-0.93886,-1.51698,3.21422,1.52114,0.9005,,1.66189,0.58371,2.07247,0
1.98754,2.31008,0.65036,-3.02156,1.11848,-0.73116,0.89043,0.26303,-3.18628,-1.73007,-0.80722,1.31711,,0.69712,-0.51936,-3.96849,0.40718,-1.29221,2.15111,0.32907,-3.09736,,-5.50741,-2.17784,,0
3.9027,,2.35158,-5.15437,1.16198,-2.1408,-1.46568,1.00654,0.26974,-0.99401,-0.02635,0.30318,,-0.69037,-1.2644,-3.45282,0.28915,-1.31779,1.96086,-2.18371,-7.77435,,-0.5846,-5.45956,0.29406,0
2.5933,,4.07913,-10.08818,-2.43489,3.03864,0.05847,-2.29891,-1.67659,2.28471,-0.31738,0.54457,,0.50989,,-2.13374,0.40605,0.01571,-2.70938,0.75908,-5.16376,,-4.09666,-0.60442,-1.10536,0
0.43961,-1.72494,3.04776,-2.84639,-3.45251,4.0113,-0.02888,-0.51994,2.16485,1.54419,0.84431,0.81539,0.08347,0.30363,,,-0.57187,-0.30031,0.92316,0.23078,-2.57272,-0.37581,3.73573,2.28315,1.03477,0
-2.19008,-2.98043,0.6416,2.2402,-1.90546,1.28702,0.23723,-1.49389,1.37196,-0.27451,0.04131,1.16005,,-0.68635,,,1.81938,1.04902,1.22753,-0.24599,-1.60357,,0.5342,3.97458,,0
0.24912,-0.95795,-0.4849,1.93539,-1.49737,,-0.53178,-1.33906,-0.05128,0.2656,-1.37879,-1.2274,,1.98286,,-0.22719,1.25002,-0.59504,0.72578,-0.10809,-1.86668,1.6737,-0.90364,3.09795,2.41378,0
-0.61963,-0.66108,3.97132,-2.20276,-3.57728,-4.3576,-0.66553,1.6238,-2.62626,2.73298,-0.24679,-0.18293,,-0.20891,-0.63766,1.11565,-2.60391,0.53167,-8.15247,,5.36021,0.1498,4.84468,-5.91155,,0
,1.47998,-0.39158,2.23174,2.29809,0.34221,-0.3341,0.70564,1.94556,-3.63421,0.04615,-0.7381,1.18376,0.48367,,1.03249,0.20996,-1.73767,4.70339,-0.6183,-2.69963,,0.9162,3.46858,1.80598,1
2.28221,1.97261,2.5607,,0.41409,-2.0118,-0.11553,1.58462,0.12243,-1.64109,-1.21776,-0.8146,,0.78265,-1.66908,-2.37004,0.78111,0.51517,1.13389,,-4.03172,,1.29145,-5.07184,,0
0.02475,2.63791,0.54881,-1.99403,1.45772,,1.74959,0.97292,-1.69489,1.27818,-0.63218,-0.01343,,-0.44334,,0.87606,-1.91585,0.51723,-1.68568,,1.13293,,-1.78242,-2.29333,,0
4.83547,3.46855,-1.15333,2.23771,0.27813,,0.71109,2.97549,-1.56688,-1.80768,2.00719,-1.12823,,-0.35826,0.78768,-0.99527,0.26706,-0.50163,4.17003,-0.22926,-5.96472,,0.11032,-5.9636,2.88518,0
-2.13066,-1.94084,1.87469,-0.10665,-0.6859,-0.26328,-0.9259,-1.08379,-1.02992,2.25405,1.46346,-0.58326,,0.90699,1.54177,-1.09341,1.02709,-0.78445,-3.24595,0.80334,,-0.57282,-0.92952,1.5505,,0
1.80351,0.83902,1.21929,-3.32322,-2.84676,2.54394,-1.59729,-1.84449,-1.60306,0.57795,-1.32136,-1.69502,,-0.52863,0.13252,,-0.95913,-0.10946,-0.6988,0.31902,-2.29047,-0.16286,-2.47481,2.01656,-0.15511,0
-3.28744,-3.55721,-0.87884,4.56368,0.68818,-1.74666,-0.99932,-2.65053,1.80955,1.92041,-0.93087,-0.38815,1.07081,-1.02914,1.05052,,0.24401,-2.22213,-4.82884,0.85562,2.34316,,1.08087,4.37515,,0
2.57944,2.1124,-2.17415,,1.40834,-1.43616,-1.67692,-1.2879,-0.88272,-0.96635,2.07332,2.02377,,0.33908,,-0.28754,-0.10144,0.21447,2.06733,-0.30968,-5.76287,,-4.21677,1.94901,3.50502,0
1.88106,5.21589,1.15787,-7.13457,5.51006,0.2689,-0.26055,1.53159,-1.44148,0.65416,-0.0101,-1.35599,0.98851,-1.1044,1.32671,-1.88064,-0.64712,-1.53198,1.57236,0.27689,-2.85567,,-5.60588,-4.47795,-2.75686,0
,,2.05291,-1.28412,1.85309,-2.30656,0.06948,3.88939,-3.30017,-0.29058,-0.29672,1.51803,,-1.54746,1.97221,,0.58092,0.59522,2.1962,,-0.40096,1.22407,0.04903,-5.15937,-0.18033,0
0.17843,0.4275,2.0913,-2.64367,-1.76675,-2.57914,1.13937,0.46218,-3.53484,1.35329,1.26048,0.75425,-1.1881,0.43008,,-1.5191,0.412,1.24599,-4.41907,0.72379,2.36001,-0.4904,-1.16756,-4.1865,,0
1.93991,1.68009,0.60428,,4.93645,,-0.17455,1.84342,1.72698,-0.64105,-0.70553,0.18237,,2.08813,,,-0.16077,-0.7891,4.98174,,-3.56815,,1.41286,3.48533,,0
,-0.25954,2.44636,-0.79048,1.6069,-0.68848,-0.14627,1.39472,-4.45835,-0.5598,1.64996,-0.12732,,-0.79688,,,-0.03892,0.51579,1.22339,,0.80147,-1.25976,-3.33043,0.06405,0.38514,0
0.04474,-0.71005,3.28887,-4.8655,-4.30893,3.68868,0.29531,-2.24279,1.94227,1.37523,0.78624,1.49081,,1.5256,0.36824,,1.12042,-1.02146,-0.70549,,,,1.38341,2.3794,1.39024,0
-0.47762,,5.50212,-10.08761,-3.91497,3.17411,0.0206,-0.10788,-2.30671,0.97412,0.41229,-1.27099,,0.61679,,-3.37836,0.35561,-0.00991,0.48568,-0.01147,-5.64291,,-4.13735,-2.06735,2.00563,0
0.4897,,-1.48623,0.57092,-4.11908,-4.20662,-2.58728,1.13411,-1.15424,1.6178,-0.12449,0.12115,1.15834,-0.89333,-1.63396,2.38881,-0.49276,-0.50938,-4.21084,,0.86559,,1.76562,-7.54131,1.07295,0
-1.04737,,0.35472,,0.2323,-0.33131,2.11185,-0.51633,0.54345,2.16567,-0.5297,-0.78961,,1.06577,1.14079,1.01155,0.24614,-2.18085,-2.07148,-0.70847,2.98299,,2.91629,3.80738,,0
,2.8849,1.02474,-3.73739,1.9051,-1.0453,-0.6568,0.06894,-5.40169,1.32868,-0.41494,-0.17061,0.17892,0.75762,0.09514,-3.12353,0.32717,-1.7761,-2.36157,-0.48585,2.3392,,-8.59899,-2.45871,,0
1.60761,0.08026,4.12999,-3.95537,-0.09768,-1.34157,0.03576,2.30492,-1.40384,-0.66356,-0.05888,0.04819,,-0.00127,,,-0.51308,-1.82636,0.75494,0.80854,-1.35447,,1.83732,-4.11288,,0
-0.92419,,1.9075,,-2.25185,1.66591,-0.33849,-1.34493,-1.30278,-0.6114,1.12662,1.2131,1.48979,-0.40366,0.36648,-1.01969,-1.61195,0.63075,-0.20042,1.425,-1.8229,,-2.43451,2.44176,1.41374,0
-0.26379,0.54423,1.56249,-1.86041,4.02255,2.14941,0.49002,0.45962,-2.42959,-0.67735,-1.40197,0.02425,,-1.37978,,,0.86324,0.77731,2.409,1.71409,0.9313,0.49042,-4.51055,3.37418,,0
0.15802,1.06507,-1.38938,-1.33035,0.29061,3.0203,-1.00621,1.61834,0.01448,0.48192,0.35307,0.56473,-1.43354,-0.49289,0.35125,0.62698,0.2684,-1.33368,2.74407,-1.99788,2.37706,0.62318,-0.4208,-1.72711,-3.11004,1
0.91616,-3.54355,-0.13032,3.0529,-3.05842,2.23473,0.50248,-2.93768,0.76221,-1.67977,0.92882,0.34068,-0.93144,1.12143,,,-0.14161,-2.17527,0.6934,0.95809,-1.60204,,1.31391,7.45697,1.38559,0
0.39683,-0.23832,3.49108,-1.83994,1.16403,,-0.41907,1.82672,-2.44152,0.77515,0.5578,-2.21582,,1.63663,-1.74495,-0.62388,-0.73851,0.35957,-1.32139,,2.29348,-0.04687,0.93078,-0.76114,-0.28321,0
0.25611,1.15563,0.35721,-0.03499,-0.126,,-0.89322,1.01945,-0.04932,0.12455,0.19184,-0.57804,0.07645,-0.91761,-0.22765,,-1.66431,-0.33494,-0.36214,0.01653,-0.00531,0.37229,1.35548,-1.65681,0.46233,0
2.49943,0.06383,-3.67007,5.66955,0.16195,-3.09852,1.44872,2.46997,2.88844,-0.91247,-0.73667,1.43781,,1.23168,0.26522,3.82457,-0.02763,0.76709,1.76149,-0.02994,0.05945,-2.02884,6.55019,-4.05663,,1
-0.25252,1.58999,-1.42535,1.68113,1.61762,-0.03674,-0.04318,1.40301,-2.06505,-0.90828,0.42409,-0.712,,-1.93961,,,1.8711,1.36652,2.22795,0.87137,1.80493,,-2.61675,-0.15651,-0.157,0
1.71896,-0.45628,3.61817,-2.06513,-3.43104,-4.07537,-0.16079,2.66617,-0.93798,-1.21827,-0.2745,1.22588,-0.85865,-0.22835,-0.31882,,-1.44639,1.02483,-0.76307,0.05819,-1.39397,-0.41101,5.15751,-7.28317,,0
2.12068,3.40487,-0.10198,-3.40573,2.63757,-0.0049,0.29704,0.93438,0.64331,-1.97791,0.41928,0.91435,,2.90447,1.50258,,-1.32679,0.65908,4.55639,-0.34125,,-0.89579,-2.82136,-3.01747,,0
-2.27125,-1.0551,0.37048,0.23837,-0.75404,,-0.38635,-1.63598,-1.60146,0.33444,-0.01439,-0.23033,,-0.5877,-1.26838,,-1.21362,-0.9485,-1.23269,,0.46258,-0.73517,-3.74382,1.90632,,0
0.37448,4.31216,0.91075,-6.16326,0.09749,4.67323,2.44552,0.0481,0.84932,-1.07489,0.559,-2.54695,-0.20236,-0.72359,,-2.1721,1.02629,0.06788,5.66633,0.3691,-6.15964,0.38968,-4.16107,-0.03718,-0.15278,1
0.12954,1.16602,0.03154,0.73308,-1.71557,-1.79275,-0.0179,1.54,-0.01556,-1.51594,-0.84314,0.51656,,-0.9044,-0.4948,0.49952,1.43973,-0.74057,0.72861,-0.38669,-0.20838,0.24475,2.44938,-2.92967,0.50906,0
-1.96922,-2.16808,-0.46556,2.53205,-2.24887,1.20161,-1.21148,0.67606,-0.3706,2.54312,2.66965,0.47778,,0.46745,-1.52637,-2.24041,0.56098,0.51749,1.73413,0.02926,0.44337,-1.6574,-0.72137,-0.87202,3.41069,0
,-1.52758,-0.88536,1.71736,-0.38314,0.51198,0.83674,-0.62867,-3.45446,0.97568,0.44502,-1.34261,,1.62526,2.42764,,-1.26294,0.6831,-1.10469,,3.32637,,-3.33057,1.68699,,0
-1.93121,-2.60127,1.28635,2.00457,-1.47264,0.63865,0.43407,-1.43047,0.68017,0.38255,0.20082,1.25015,-0.44481,-0.01185,,,0.73247,0.95929,-2.1001,-1.93934,1.56056,,2.20749,4.8089,1.90847,0
3.89735,3.79735,1.30879,-2.2247,0.67802,,0.17942,2.9778,1.55016,-2.02836,-0.84027,-0.52874,,0.56245,1.05607,-0.64986,-0.37735,-0.37158,3.46437,,-7.18921,,3.43938,-6.75887,,0
-0.09425,-0.02077,1.90167,,-1.64292,-1.94979,0.36074,-0.25077,-5.58703,1.23686,0.38233,-0.77866,,1.01319,0.25154,-3.61987,1.06239,0.89097,-4.46279,-0.81124,,,-4.80924,-3.6915,,0
2.01351,3.37587,3.60662,-6.55454,3.76736,,0.58465,2.30295,-0.45488,1.75912,0.17503,1.22215,,0.72861,,-0.94256,0.65204,-0.19858,-0.82469,,-2.51836,,-0.16331,-5.40323,-1.16063,0
,-3.25357,0.15564,3.79272,0.78524,-0.6947,0.08853,-2.29896,3.18339,0.24077,-0.43705,1.45992,,0.88013,-0.10144,1.37601,-0.44431,-3.13522,-2.24748,-1.3384,,-0.15293,2.44128,5.59712,,0
1.42785,0.59108,-4.18066,5.03535,0.53443,,0.2726,2.556,1.54956,-0.25193,0.5092,0.46779,,0.37176,0.91423,5.63824,-0.37153,0.99164,-2.21478,1.07309,5.10816,,6.34392,-5.64177,-3.0041,1
